Season,Position,Club,Played,Wins,Draws,Losses,GF,GA,GD,Points,club_id,SummerSpend,SummerIncome,NetSpend,RecoveredIncomingFees,RecoveredOutgoingFees,InternalIncomingMoves,InternalOutgoingMoves,UnknownIncomingFees,UnknownOutgoingFees,NoFeeIncomingMoves,NoFeeOutgoingMoves,NotFoundIncomingFees,NotFoundOutgoingFees
14/15,10,Crystal Palace,38,13,9,16,47.0,51.0,-4.0,48,873,0.0,1800000.0,-1800000.0,0,0,0,0,0,0,0,0,0,0
14/15,11,Everton,38,12,11,15,48.0,50.0,-2.0,47,29,40160000.0,0.0,40160000.0,0,0,1,0,0,0,0,0,0,0
14/15,12,West Ham,38,12,11,15,44.0,47.0,-3.0,47,379,27250000.0,0.0,27250000.0,0,0,0,0,0,0,0,0,0,0
14/15,13,West Brom,38,11,11,16,38.0,51.0,-13.0,44,984,2400000.0,0.0,2400000.0,0,0,0,0,1,0,0,0,0,0
14/15,14,Leicester,38,11,8,19,46.0,55.0,-9.0,41,1003,1260000.0,0.0,1260000.0,0,0,0,0,0,0,0,0,0,0
14/15,15,Newcastle,38,10,9,19,40.0,63.0,-23.0,39,762,22000000.0,100000.0,21900000.0,0,0,1,0,0,0,0,0,0,0
14/15,16,Sunderland,38,7,17,14,31.0,53.0,-22.0,38,289,1900000.0,500000.0,1400000.0,0,0,0,0,0,0,0,0,0,0
14/15,17,Aston Villa,38,10,8,20,31.0,57.0,-26.0,38,405,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
14/15,18,Hull,38,8,11,19,33.0,51.0,-18.0,35,3008,6750000.0,0.0,6750000.0,0,0,0,0,0,0,0,0,0,0
14/15,19,Burnley,38,7,12,19,28.0,53.0,-25.0,33,1132,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
14/15,20,QPR,38,8,6,24,42.0,73.0,-31.0,30,1039,15050000.0,0.0,15050000.0,0,0,0,0,0,0,0,0,0,0
15/16,1,Leicester,38,23,12,3,68.0,36.0,32.0,81,1003,27000000.0,3600000.0,23400000.0,0,0,1,0,0,0,0,0,0,0
15/16,2,Arsenal,38,20,11,7,65.0,36.0,29.0,71,11,0.0,2500000.0,-2500000.0,0,0,2,0,0,0,0,0,0,0
15/16,3,Tottenham,38,19,13,6,69.0,35.0,34.0,70,148,65000000.0,31250000.0,33750000.0,0,0,0,0,0,0,0,0,0,0
15/16,4,Man City,38,19,9,10,71.0,41.0,30.0,66,281,189450000.0,52000000.0,137450000.0,0,0,1,0,0,0,0,0,0,0
15/16,5,Man United,38,19,9,10,49.0,35.0,14.0,66,985,147000000.0,78970000.0,68030000.0,0,0,2,0,0,0,0,0,0,0
15/16,6,Southampton,38,18,9,11,59.0,41.0,18.0,63,180,51700000.0,52700000.0,-1000000.0,0,0,0,0,0,0,0,0,0,0
15/16,7,West Ham,38,16,14,8,65.0,51.0,14.0,62,379,26500000.0,0.0,26500000.0,0,0,2,0,0,0,0,0,0,0
15/16,8,Liverpool,38,16,12,10,63.0,50.0,13.0,60,31,32000000.0,72500000.0,-40500000.0,0,0,2,0,0,0,0,0,0,0
15/16,9,Stoke,38,14,9,15,41.0,55.0,-14.0,51,512,25600000.0,19000000.0,6600000.0,0,0,0,0,0,0,0,0,0,0
15/16,10,Chelsea,38,12,14,12,59.0,53.0,6.0,50,631,75500000.0,21000000.0,54500000.0,0,0,1,0,0,0,0,0,0,0
15/16,11,Everton,38,11,14,13,59.0,55.0,4.0,47,29,19600000.0,0.0,19600000.0,0,0,0,0,0,0,0,0,0,0
15/16,12,Swansea,38,12,11,15,42.0,52.0,-10.0,47,2288,1200000.0,0.0,1200000.0,0,0,0,0,0,0,0,0,0,0
15/16,13,Watford,38,12,9,17,40.0,50.0,-10.0,45,1010,23800000.0,0.0,23800000.0,0,0,0,0,0,1,0,0,0,0
15/16,14,West Brom,38,10,13,15,34.0,48.0,-14.0,43,984,25300000.0,0.0,25300000.0,0,0,0,0,0,0,0,0,0,0
15/16,15,Crystal Palace,38,11,9,18,39.0,51.0,-12.0,42,873,4900000.0,0.0,4900000.0,0,0,0,0,0,0,0,0,0,0
15/16,16,Bournemouth,38,11,9,18,45.0,67.0,-22.0,42,989,21300000.0,0.0,21300000.0,0,0,0,0,0,0,0,0,0,0
15/16,17,Sunderland,38,9,12,17,48.0,62.0,-14.0,39,289,2800000.0,0.0,2800000.0,0,0,0,0,0,0,0,0,0,0
15/16,18,Newcastle,38,9,10,19,44.0,65.0,-21.0,37,762,69210000.0,600000.0,68610000.0,0,0,0,0,0,0,0,0,0,0
15/16,19,Norwich,38,9,7,22,39.0,67.0,-28.0,34,1123,9900000.0,0.0,9900000.0,0,0,0,0,0,0,0,0,0,0
15/16,20,Aston Villa,38,3,8,27,27.0,76.0,-49.0,17,405,52000000.0,3800000.0,48200000.0,0,0,0,0,0,0,0,0,0,0
16/17,1,Chelsea,38,30,3,5,85.0,33.0,52.0,93,631,97800000.0,29000000.0,68800000.0,0,0,1,0,0,0,0,0,0,0
16/17,2,Tottenham,38,26,8,4,86.0,26.0,60.0,86,148,57000000.0,30500000.0,26500000.0,0,0,2,0,0,0,0,0,0,0
16/17,3,Man City,38,23,9,6,80.0,39.0,41.0,78,281,165250000.0,12500000.0,152750000.0,0,0,4,0,0,0,0,0,0,0
16/17,4,Liverpool,38,22,10,6,78.0,42.0,36.0,76,31,74900000.0,23580000.0,51320000.0,0,0,2,0,0,0,0,0,0,0
16/17,5,Arsenal,38,23,6,9,77.0,44.0,33.0,75,11,72000000.0,5000000.0,67000000.0,0,0,0,0,0,0,0,0,0,0
16/17,6,Man United,38,18,15,5,54.0,29.0,25.0,69,985,185000000.0,5250000.0,179750000.0,0,0,0,0,0,0,0,0,0,0
16/17,7,Everton,38,17,10,11,62.0,44.0,18.0,61,29,39200000.0,55600000.0,-16400000.0,0,0,0,0,0,0,0,0,0,0
16/17,8,Southampton,38,12,10,16,41.0,48.0,-7.0,46,180,51900000.0,46200000.0,5700000.0,0,0,0,0,0,0,0,0,0,0
16/17,9,Bournemouth,38,12,10,16,55.0,67.0,-12.0,46,989,13500000.0,12000000.0,1500000.0,0,0,0,0,0,0,0,0,0,0
16/17,10,West Brom,38,12,9,17,43.0,51.0,-8.0,45,984,19900000.0,1200000.0,18700000.0,0,0,0,0,0,0,0,0,0,0
16/17,11,West Ham,38,12,9,17,47.0,64.0,-17.0,45,379,49600000.0,11700000.0,37900000.0,0,0,0,0,0,0,0,0,0,0
16/17,12,Leicester,38,12,8,18,48.0,63.0,-15.0,44,1003,74500000.0,49100000.0,25400000.0,0,0,1,0,0,0,0,0,0,0
16/17,13,Stoke,38,11,11,16,41.0,56.0,-15.0,44,512,19120000.0,0.0,19120000.0,0,0,0,0,0,0,0,0,0,0
16/17,14,Crystal Palace,38,12,5,21,50.0,63.0,-13.0,41,873,27300000.0,45600000.0,-18300000.0,0,0,0,0,0,0,0,0,0,0
16/17,15,Swansea,38,12,5,21,45.0,70.0,-25.0,41,2288,8100000.0,24100000.0,-16000000.0,0,0,0,0,0,0,0,0,0,0
16/17,16,Burnley,38,11,7,20,39.0,55.0,-16.0,40,1132,16100000.0,0.0,16100000.0,0,0,1,0,0,0,0,0,0,0
16/17,17,Watford,38,11,7,20,40.0,68.0,-28.0,40,1010,44450000.0,14100000.0,30350000.0,0,0,0,0,0,0,0,0,0,0
16/17,18,Hull,38,9,7,22,37.0,80.0,-43.0,34,3008,4100000.0,0.0,4100000.0,0,0,1,0,0,0,0,0,0,0
16/17,19,Middlesbrough,38,5,13,20,27.0,53.0,-26.0,28,641,18750000.0,0.0,18750000.0,0,0,0,0,0,0,0,0,0,0
16/17,20,Sunderland,38,6,6,26,29.0,69.0,-40.0,24,289,16250000.0,0.0,16250000.0,0,0,1,0,0,0,0,1,0,0
17/18,1,Man City,38,32,4,2,106.0,27.0,79.0,100,281,244700000.0,50950000.0,193750000.0,0,0,1,0,0,0,0,0,0,0
17/18,2,Man United,38,25,6,7,68.0,28.0,40.0,81,985,164400000.0,8500000.0,155900000.0,0,0,1,0,0,1,0,0,0,0
17/18,3,Tottenham,38,23,8,7,74.0,36.0,38.0,77,148,77500000.0,81900000.0,-4400000.0,0,0,1,0,0,0,1,0,0,0
17/18,4,Liverpool,38,21,12,5,84.0,38.0,46.0,75,31,89000000.0,28200000.0,60800000.0,0,0,0,0,0,0,0,0,0,0
17/18,5,Chelsea,38,21,7,10,62.0,38.0,24.0,70,631,168800000.0,109000000.0,59800000.0,0,0,2,0,0,0,0,0,0,0
17/18,6,Arsenal,38,19,6,13,74.0,51.0,23.0,63,11,53000000.0,67400000.0,-14400000.0,0,0,1,0,0,0,0,0,0,0
17/18,7,Burnley,38,14,12,12,36.0,39.0,-3.0,54,1132,25500000.0,48900000.0,-23400000.0,0,0,0,0,1,0,0,0,0,0
17/18,8,Everton,38,13,10,15,44.0,58.0,-14.0,49,29,158200000.0,96700000.0,61500000.0,0,0,2,0,0,0,0,0,0,0
17/18,9,Leicester,38,12,11,15,56.0,60.0,-4.0,47,1003,76900000.0,9500000.0,67400000.0,0,0,0,0,0,0,0,0,0,0
17/18,10,Newcastle,38,12,8,18,39.0,47.0,-8.0,44,762,31800000.0,14920000.0,16880000.0,0,0,0,0,0,0,0,0,0,0
17/18,11,Crystal Palace,38,11,11,16,45.0,55.0,-10.0,44,873,37200000.0,3000000.0,34200000.0,0,0,0,0,0,0,0,0,0,0
17/18,12,Bournemouth,38,11,11,16,45.0,61.0,-16.0,44,989,34300000.0,0.0,34300000.0,0,0,0,0,0,0,0,0,0,0
17/18,13,West Ham,38,10,12,16,48.0,68.0,-20.0,42,379,25300000.0,15350000.0,9950000.0,0,0,1,0,0,0,0,0,0,0
17/18,14,Watford,38,11,8,19,44.0,64.0,-20.0,41,1010,43900000.0,13000000.0,30900000.0,0,0,0,0,2,0,0,0,0,0
17/18,15,Brighton,38,9,13,16,34.0,54.0,-20.0,40,1237,23400000.0,0.0,23400000.0,0,0,0,0,0,0,0,0,0,0
17/18,16,Huddersfield,38,9,10,19,28.0,58.0,-30.0,37,1110,21000000.0,0.0,21000000.0,0,0,0,0,0,1,0,0,0,0
17/18,17,Southampton,38,7,15,16,37.0,56.0,-19.0,36,180,39250000.0,13700000.0,25550000.0,0,0,0,0,0,1,0,0,0,0
17/18,18,Swansea,38,8,9,21,28.0,56.0,-28.0,33,2288,0.0,63500000.0,-63500000.0,0,0,1,0,0,0,0,0,0,0
17/18,19,Stoke,38,7,12,19,35.0,68.0,-33.0,33,512,7700000.0,27800000.0,-20100000.0,0,0,0,0,0,0,0,0,0,0
17/18,20,West Brom,38,6,13,19,31.0,56.0,-25.0,31,984,36100000.0,0.0,36100000.0,0,0,0,0,0,0,0,0,0,0
18/19,1,Man City,38,32,2,4,95.0,23.0,72.0,98,281,71190000.0,27600000.0,43590000.0,0,0,2,0,0,0,0,0,0,0
18/19,2,Liverpool,38,30,7,1,89.0,22.0,67.0,97,31,192200000.0,14000000.0,178200000.0,0,0,2,0,0,0,0,0,0,0
18/19,3,Chelsea,38,21,9,8,63.0,39.0,24.0,72,631,137000000.0,35000000.0,102000000.0,0,0,0,0,0,0,0,0,0,0
18/19,4,Tottenham,38,23,2,13,67.0,39.0,28.0,71,148,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0
18/19,5,Arsenal,38,21,7,10,73.0,51.0,22.0,70,11,77650000.0,8100000.0,69550000.0,0,0,1,0,0,0,0,0,0,0
18/19,6,Man United,38,19,9,10,65.0,54.0,11.0,66,985,81000000.0,23350000.0,57650000.0,0,0,1,0,0,0,0,0,0,0
18/19,7,Wolves,38,16,9,13,47.0,46.0,1.0,57,543,76600000.0,3400000.0,73200000.0,0,0,1,0,0,0,0,0,0,0
18/19,8,Everton,38,15,9,14,54.0,46.0,8.0,54,29,89650000.0,22500000.0,67150000.0,0,0,0,0,0,0,0,0,0,0
18/19,9,Leicester,38,15,7,16,51.0,48.0,3.0,52,1003,114600000.0,84300000.0,30300000.0,0,0,1,0,0,0,0,0,0,0
18/19,10,West Ham,38,15,7,16,52.0,55.0,-3.0,52,379,99400000.0,12400000.0,87000000.0,0,0,1,0,0,0,0,0,0,0
18/19,11,Watford,38,14,8,16,52.0,59.0,-7.0,50,1010,23350000.0,47700000.0,-24350000.0,0,0,0,0,0,0,0,0,0,0
18/19,12,Crystal Palace,38,14,7,17,51.0,53.0,-2.0,49,873,10700000.0,0.0,10700000.0,0,0,0,0,0,0,0,1,0,0
18/19,13,Newcastle,38,12,9,17,42.0,48.0,-6.0,45,762,25700000.0,47650000.0,-21950000.0,0,0,0,0,0,0,0,0,0,0
18/19,14,Bournemouth,38,13,6,19,56.0,70.0,-14.0,45,989,56800000.0,2000000.0,54800000.0,0,0,0,0,0,0,0,0,0,0
18/19,15,Burnley,38,11,7,20,45.0,68.0,-23.0,40,1132,16100000.0,0.0,16100000.0,0,0,1,0,0,0,0,0,0,0
18/19,16,Southampton,38,9,12,17,45.0,65.0,-20.0,39,180,62250000.0,13700000.0,48550000.0,0,0,0,0,0,0,0,0,0,0
18/19,17,Brighton,38,9,9,20,35.0,60.0,-25.0,36,1237,66220000.0,3400000.0,62820000.0,0,0,1,0,0,0,0,0,0,0
18/19,18,Cardiff,38,10,4,24,34.0,69.0,-35.0,34,603,11350000.0,0.0,11350000.0,0,0,0,0,0,0,0,0,0,0
18/19,19,Fulham,38,7,5,26,34.0,81.0,-47.0,26,931,49550000.0,0.0,49550000.0,0,0,0,0,0,0,0,0,0,0
18/19,20,Huddersfield,38,3,7,28,22.0,76.0,-54.0,16,1110,10000000.0,0.0,10000000.0,0,0,0,0,0,0,0,0,0,0
19/20,1,Liverpool,38,32,3,3,85.0,33.0,52.0,99,31,1900000.0,39300000.0,-37400000.0,0,0,2,0,0,0,0,1,0,0
19/20,2,Man City,38,26,3,9,102.0,35.0,67.0,81,281,166820000.0,59500000.0,107320000.0,0,0,3,0,0,0,0,0,0,0
19/20,3,Man United,38,18,12,8,66.0,36.0,30.0,66,985,159800000.0,76480000.0,83320000.0,0,0,4,0,0,0,0,0,0,0
19/20,4,Chelsea,38,20,6,12,69.0,54.0,15.0,66,631,45000000.0,14800000.0,30200000.0,0,0,2,0,0,0,0,0,0,0
19/20,5,Leicester,38,18,8,12,67.0,41.0,26.0,62,1003,104300000.0,88500000.0,15800000.0,0,0,0,0,0,0,0,0,1,0
19/20,6,Tottenham,38,16,11,11,61.0,47.0,14.0,59,148,100000000.0,31000000.0,69000000.0,0,0,1,0,0,0,0,0,0,0
19/20,7,Wolves,38,15,14,9,51.0,40.0,11.0,59,543,97100000.0,3400000.0,93700000.0,0,0,0,0,0,0,0,0,0,0
19/20,8,Arsenal,38,14,14,10,56.0,48.0,8.0,56,11,144100000.0,34900000.0,109200000.0,0,0,3,0,0,0,0,0,0,0
19/20,9,Sheffield United,38,14,12,12,39.0,39.0,0.0,54,350,34100000.0,0.0,34100000.0,0,0,0,0,0,0,1,0,0,0
19/20,10,Burnley,38,15,9,14,43.0,50.0,-7.0,54,1132,12750000.0,8800000.0,3950000.0,0,0,0,0,0,0,0,0,0,0
19/20,11,Southampton,38,15,7,16,51.0,60.0,-9.0,52,180,57500000.0,15500000.0,42000000.0,0,0,0,0,0,0,0,0,0,0
19/20,12,Everton,38,13,10,15,44.0,56.0,-12.0,49,29,107900000.0,87800000.0,20100000.0,0,0,1,0,0,0,0,0,0,0
19/20,13,Newcastle,38,11,11,16,38.0,58.0,-20.0,44,762,66900000.0,35640000.0,31260000.0,0,0,1,0,0,0,0,0,0,0
19/20,14,Crystal Palace,38,11,10,17,31.0,50.0,-19.0,43,873,6100000.0,55000000.0,-48900000.0,0,0,0,0,0,0,0,0,0,0
19/20,15,Brighton,38,9,14,15,39.0,54.0,-15.0,41,1237,53340000.0,0.0,53340000.0,0,0,1,0,0,0,0,0,0,0
19/20,16,West Ham,38,10,9,19,49.0,62.0,-13.0,39,379,89300000.0,45380000.0,43920000.0,0,0,0,0,0,0,0,0,0,0
19/20,17,Aston Villa,38,9,8,21,41.0,67.0,-26.0,35,405,119100000.0,0.0,119100000.0,0,0,0,0,0,1,0,0,0,0
19/20,18,Bournemouth,38,9,7,22,40.0,65.0,-25.0,34,989,47760000.0,33400000.0,14360000.0,0,0,1,0,0,0,0,0,0,0
19/20,19,Watford,38,8,10,20,36.0,64.0,-28.0,34,1010,36000000.0,20000000.0,16000000.0,0,0,0,0,0,0,0,0,0,0
19/20,20,Norwich,38,5,6,27,26.0,75.0,-49.0,21,1123,830000.0,1000000.0,-170000.0,0,0,1,0,1,0,0,0,0,0
20/21,1,Man City,38,27,5,6,83.0,32.0,51.0,86,281,167400000.0,64000000.0,103400000.0,0,0,0,0,0,0,0,0,0,0
20/21,2,Man United,38,21,11,6,73.0,44.0,29.0,74,985,62650000.0,15000000.0,47650000.0,0,0,3,0,0,0,0,0,0,0
20/21,3,Liverpool,38,20,9,9,68.0,42.0,26.0,69,31,80450000.0,15900000.0,64550000.0,0,0,2,0,0,0,0,1,0,0
20/21,4,Chelsea,38,19,10,9,58.0,36.0,22.0,67,631,267200000.0,49500000.0,217700000.0,0,0,0,0,0,0,0,0,0,0
20/21,5,Leicester,38,20,6,12,68.0,50.0,18.0,66,1003,55900000.0,51770000.0,4130000.0,0,0,2,0,0,0,0,0,0,0
20/21,6,West Ham,38,19,8,11,62.0,47.0,15.0,65,379,22200000.0,19500000.0,2700000.0,0,0,1,0,0,0,0,0,0,0
20/21,7,Tottenham,38,18,8,12,68.0,45.0,23.0,62,148,107500000.0,13300000.0,94200000.0,0,0,0,0,0,0,0,0,0,0
20/21,8,Arsenal,38,18,7,13,55.0,39.0,16.0,61,11,84000000.0,17400000.0,66600000.0,0,0,1,0,0,0,0,0,0,0
20/21,9,Leeds,38,18,5,15,62.0,54.0,8.0,59,399,75800000.0,0.0,75800000.0,0,0,0,0,0,0,0,0,0,0
20/21,10,Everton,38,17,8,13,47.0,48.0,-1.0,59,29,74370000.0,4430000.0,69940000.0,0,0,1,0,0,0,0,0,0,0
20/21,11,Aston Villa,38,16,7,15,55.0,46.0,9.0,55,405,85550000.0,0.0,85550000.0,0,0,1,0,0,1,0,2,0,0
20/21,12,Newcastle,38,12,9,17,46.0,62.0,-16.0,45,762,38750000.0,780000.0,37970000.0,0,0,0,0,0,0,0,0,0,0
20/21,13,Wolves,38,12,9,17,36.0,52.0,-16.0,45,543,84589000.0,79200000.0,5389000.0,0,0,0,0,0,0,0,0,0,0
20/21,14,Crystal Palace,38,12,8,18,41.0,66.0,-25.0,44,873,18900000.0,20000000.0,-1100000.0,0,0,1,0,0,0,0,0,0,0
20/21,15,Southampton,38,12,7,19,47.0,68.0,-21.0,43,180,25300000.0,23100000.0,2200000.0,0,0,2,0,0,0,0,0,0,0
20/21,16,Brighton,38,9,14,15,40.0,46.0,-6.0,41,1237,18000000.0,0.0,18000000.0,0,0,1,0,0,0,0,0,0,0
20/21,17,Burnley,38,10,9,19,33.0,55.0,-22.0,39,1132,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0
20/21,18,Fulham,38,5,13,20,27.0,53.0,-26.0,28,931,13450000.0,0.0,13450000.0,0,0,0,0,0,0,0,1,0,0
20/21,19,West Brom,38,5,11,22,35.0,76.0,-41.0,26,984,21750000.0,6500000.0,15250000.0,0,0,0,0,0,0,0,0,0,0
20/21,20,Sheffield United,38,7,2,29,20.0,63.0,-43.0,23,350,62700000.0,0.0,62700000.0,0,0,0,0,0,0,0,0,0,0
21/22,1,Man City,38,29,6,3,99.0,26.0,73.0,93,281,117500000.0,38800000.0,78700000.0,0,0,1,0,0,0,0,0,0,0
21/22,2,Liverpool,38,28,8,2,94.0,26.0,68.0,92,31,40000000.0,28550000.0,11450000.0,0,0,1,0,0,0,0,0,0,0
21/22,3,Chelsea,38,21,11,6,76.0,33.0,43.0,74,631,113000000.0,153440000.0,-40440000.0,0,0,1,0,0,0,0,0,0,0
21/22,4,Tottenham,38,22,5,11,69.0,40.0,29.0,71,148,66900000.0,32700000.0,34200000.0,0,0,1,0,0,0,0,1,0,0
21/22,5,Arsenal,38,22,3,13,61.0,48.0,13.0,69,11,165600000.0,29400000.0,136200000.0,0,0,1,0,0,0,0,0,0,0
21/22,6,Man United,38,16,10,12,57.0,57.0,0.0,58,985,142000000.0,29100000.0,112900000.0,0,0,0,0,0,0,0,0,0,0
21/22,7,West Ham,38,16,8,14,60.0,51.0,9.0,56,379,67300000.0,3000000.0,64300000.0,0,0,0,0,0,0,0,0,0,0
21/22,8,Leicester,38,14,10,14,62.0,59.0,3.0,52,1003,37600000.0,3000000.0,34600000.0,0,0,1,0,0,0,0,0,0,0
21/22,9,Brighton,38,12,15,11,42.0,44.0,-2.0,51,1237,34580000.0,62500000.0,-27920000.0,0,0,0,0,0,1,0,0,0,0
21/22,10,Wolves,38,15,6,17,38.0,43.0,-5.0,51,543,26300000.0,31800000.0,-5500000.0,0,0,1,0,0,0,0,0,0,0
21/22,11,Newcastle,38,13,10,15,44.0,62.0,-18.0,49,762,29400000.0,0.0,29400000.0,0,0,0,0,0,1,0,0,0,0
21/22,12,Crystal Palace,38,11,15,12,50.0,46.0,4.0,48,873,73440000.0,0.0,73440000.0,0,0,0,0,0,0,0,0,0,0
21/22,13,Brentford,38,13,7,18,48.0,56.0,-8.0,46,1148,37200000.0,0.0,37200000.0,0,0,1,0,0,0,0,0,0,0
21/22,14,Aston Villa,38,13,6,19,52.0,54.0,-2.0,45,405,99800000.0,127000000.0,-27200000.0,0,0,3,0,0,0,0,0,0,0
21/22,15,Southampton,38,9,13,16,43.0,67.0,-24.0,40,180,63400000.0,60350000.0,3050000.0,0,0,0,0,0,0,0,1,0,0
21/22,16,Everton,38,11,6,21,43.0,66.0,-23.0,39,29,2000000.0,9000000.0,-7000000.0,0,1,0,0,0,0,0,1,0,0
21/22,17,Leeds,38,9,11,18,42.0,79.0,-37.0,38,399,59300000.0,0.0,59300000.0,0,0,2,0,0,0,0,0,0,0
21/22,18,Burnley,38,7,14,17,34.0,53.0,-19.0,35,1132,31900000.0,0.0,31900000.0,0,0,0,0,0,0,0,1,0,0
21/22,19,Watford,38,6,5,27,34.0,77.0,-43.0,23,1010,17500000.0,11100000.0,6400000.0,0,0,0,0,0,1,1,1,0,0
21/22,20,Norwich,38,5,7,26,23.0,84.0,-61.0,22,1123,48750000.0,38400000.0,10350000.0,0,0,0,0,0,0,0,0,0,0
22/23,1,Man City,38,28,5,5,94.0,33.0,61.0,89,281,144000000.0,160170000.0,-16170000.0,0,0,1,0,0,2,0,0,0,0
22/23,2,Arsenal,38,26,6,6,88.0,43.0,45.0,84,11,131600000.0,23800000.0,107800000.0,0,0,2,0,0,0,0,0,0,0
22/23,3,Man United,38,23,6,9,58.0,43.0,15.0,75,985,238020000.0,21650000.0,216370000.0,0,0,4,0,0,0,0,1,0,0
22/23,4,Newcastle,38,19,14,5,68.0,33.0,35.0,71,762,143500000.0,0.0,143500000.0,0,0,2,0,0,1,1,0,0,0
22/23,5,Liverpool,38,19,10,9,75.0,47.0,28.0,67,31,94400000.0,80100000.0,14300000.0,0,0,2,0,0,0,0,1,0,0
22/23,6,Brighton,38,18,8,12,72.0,53.0,19.0,62,1237,45700000.0,111800000.0,-66100000.0,0,0,2,0,0,0,0,0,0,0
22/23,7,Aston Villa,38,18,7,13,51.0,46.0,5.0,61,405,69500000.0,42000000.0,27500000.0,0,0,1,0,0,0,0,0,0,0
22/23,8,Tottenham,38,18,6,14,70.0,63.0,7.0,60,148,173700000.0,38250000.0,135450000.0,0,0,0,0,0,1,0,0,0,0
22/23,9,Brentford,38,15,14,9,58.0,46.0,12.0,59,1148,48250000.0,0.0,48250000.0,0,0,3,0,0,2,0,0,0,0
22/23,10,Fulham,38,15,7,16,55.0,53.0,2.0,52,931,66300000.0,25400000.0,40900000.0,0,0,0,0,0,0,0,0,0,0
22/23,11,Crystal Palace,38,11,12,15,40.0,49.0,-9.0,45,873,34600000.0,0.0,34600000.0,0,0,1,0,0,0,0,0,0,0
22/23,12,Chelsea,38,11,11,16,38.0,47.0,-9.0,44,631,297750000.0,47700000.0,250050000.0,0,0,3,0,0,0,0,1,0,0
22/23,13,Wolves,38,11,8,19,31.0,58.0,-27.0,41,543,139000000.0,59100000.0,79900000.0,0,0,3,0,0,1,0,0,0,0
22/23,14,West Ham,38,11,7,20,42.0,55.0,-13.0,40,379,184600000.0,17800000.0,166800000.0,0,0,1,0,0,0,0,0,0,0
22/23,15,Bournemouth,38,11,6,21,37.0,71.0,-34.0,39,989,26900000.0,0.0,26900000.0,0,0,0,0,0,0,0,0,0,0
22/23,16,Nott'm Forest,38,9,11,18,38.0,68.0,-30.0,38,703,160050000.0,5000000.0,155050000.0,0,0,0,0,0,0,1,0,0,0
22/23,17,Everton,38,8,12,18,34.0,57.0,-23.0,36,29,83070000.0,58000000.0,25070000.0,0,0,2,0,0,0,0,1,0,0
22/23,18,Leicester,38,9,7,22,51.0,68.0,-17.0,34,1003,17000000.0,81400000.0,-64400000.0,0,0,0,0,0,0,0,0,0,0
22/23,19,Leeds,38,7,10,21,48.0,78.0,-30.0,31,399,104340000.0,108200000.0,-3860000.0,0,0,0,0,0,0,0,0,0,0
22/23,20,Southampton,38,6,7,25,36.0,73.0,-37.0,25,180,90960000.0,5500000.0,85460000.0,0,0,0,0,0,1,0,0,0,0
23/24,1,Man City,38,28,7,3,96.0,34.0,62.0,91,281,241100000.0,131800000.0,109300000.0,0,0,4,0,0,0,0,0,0,0
23/24,2,Arsenal,38,28,5,5,91.0,29.0,62.0,89,11,231600000.0,66350000.0,165250000.0,0,0,0,0,0,0,0,0,0,0
23/24,3,Liverpool,38,24,10,4,86.0,41.0,45.0,82,31,172000000.0,60700000.0,111300000.0,0,0,3,0,0,0,0,0,0,0
23/24,4,Aston Villa,38,20,8,10,76.0,61.0,15.0,68,405,88000000.0,32550000.0,55450000.0,0,0,1,0,0,0,0,0,0,0
23/24,5,Tottenham,38,20,6,12,74.0,61.0,13.0,66,148,247100000.0,116100000.0,131000000.0,0,0,1,0,0,0,0,0,0,0
23/24,6,Chelsea,38,18,9,11,77.0,63.0,14.0,63,631,464100000.0,264600000.0,199500000.0,0,0,4,0,0,0,0,0,0,0
23/24,7,Newcastle,38,18,6,14,85.0,62.0,23.0,60,762,150000000.0,44600000.0,105400000.0,0,0,2,0,0,0,0,1,0,0
23/24,8,Man United,38,18,6,14,57.0,58.0,-1.0,60,985,202700000.0,60770000.0,141930000.0,0,0,1,0,0,1,0,2,0,0
23/24,9,West Ham,38,14,10,14,60.0,74.0,-14.0,52,379,137550000.0,157200000.0,-19650000.0,0,0,1,0,0,0,0,0,0,0
23/24,10,Crystal Palace,38,13,10,15,57.0,58.0,-1.0,49,873,38700000.0,0.0,38700000.0,0,0,0,0,0,0,0,0,0,0
23/24,11,Brighton,38,12,12,14,55.0,62.0,-7.0,48,1237,97700000.0,185650000.0,-87950000.0,0,0,5,0,0,0,0,0,0,0
23/24,12,Everton,38,13,9,16,40.0,51.0,-11.0,48,29,37500000.0,75800000.0,-38300000.0,0,0,1,0,0,0,0,2,0,0
23/24,13,Bournemouth,38,13,9,16,54.0,67.0,-13.0,48,989,129890000.0,0.0,129890000.0,0,0,0,0,0,0,0,0,0,0
23/24,14,Fulham,38,13,8,17,55.0,61.0,-6.0,47,931,68470000.0,52600000.0,15870000.0,0,0,1,0,0,0,0,0,0,0
23/24,15,Wolves,38,13,7,18,50.0,65.0,-15.0,46,543,94000000.0,166300000.0,-72300000.0,0,0,0,0,0,0,0,0,0,0
23/24,16,Brentford,38,10,9,19,56.0,65.0,-9.0,39,1148,64850000.0,6750000.0,58100000.0,0,0,2,0,0,0,0,0,0,0
